,type,seed,difficulty,dnn_xs,dnn_m,lstm_xs,open_lstm_m,last_value,regression,arima,entropy
91,size_1000_seed_92_config_piecewise_linear_num_seg_10_lookback_10,92,10,0.021657731384038925,0.04688715562224388,0.0587698370218277,0.0049565513618290424,0.0009208337869495153,0.0001912992431498423,0.0008038847252921787,1.8453385241732372
92,size_1000_seed_93_config_piecewise_linear_num_seg_10_lookback_10,93,10,0.006909347139298916,0.020585380494594574,0.0038419687189161777,0.0029923736583441496,0.0013298291014507413,0.0006636752684911107,0.001753315025707456,2.1381356200573975
93,size_1000_seed_94_config_piecewise_linear_num_seg_10_lookback_10,94,10,0.019704464823007584,0.1153562143445015,0.07229641824960709,0.002246688585728407,0.0023112630005925894,8.649549881617022e-05,0.0024849129832609606,2.1860559028328113
94,size_1000_seed_95_config_piecewise_linear_num_seg_10_lookback_10,95,10,0.022970600053668022,0.018118182197213173,0.0070925126783549786,0.005467113107442856,0.0016974919708445668,0.00037254498945549095,0.0019282061243013143,2.018465170085155
95,size_1000_seed_96_config_piecewise_linear_num_seg_10_lookback_10,96,10,0.004813041538000107,0.010263974778354168,0.018978416919708252,0.0016732957446947694,0.0007253941730596125,0.00022795458634694178,0.0016668076568116886,2.354434582106604
96,size_1000_seed_97_config_piecewise_linear_num_seg_10_lookback_10,97,10,0.005709889344871044,0.0796862542629242,0.0764722228050232,0.0033440745901316404,0.0013751568039879203,0.00027258303971029816,0.0013760366874477573,2.179230679027133
97,size_1000_seed_98_config_piecewise_linear_num_seg_10_lookback_10,98,10,0.04302038252353668,0.01546673197299242,0.031743306666612625,0.0009857169352471828,0.0006857708212919533,0.00010193918148676873,0.0017170568711751615,1.9635314962975576
98,size_1000_seed_99_config_piecewise_linear_num_seg_10_lookback_10,99,10,0.008767794817686081,0.020236186683177948,0.041644711047410965,0.004022093024104834,0.0015366547740995884,0.0010389566024144536,0.002369178313655732,2.0254115137199538
99,size_1000_seed_100_config_piecewise_linear_num_seg_10_lookback_10,100,10,0.0013134449254721403,0.013103100471198559,0.023096077144145966,0.022748181596398354,0.0014513772912323475,1.581509909920342e-08,0.0016776424845059946,1.8439494970378458
100,size_1000_seed_101_config_piecewise_linear_num_seg_11_lookback_10,101,11,0.004898769315332174,0.0038088636938482523,0.09401587396860123,0.0031937705352902412,0.0007618540548719466,0.00023044220606486255,0.0005664897288623616,1.996471689495121
101,size_1000_seed_102_config_piecewise_linear_num_seg_11_lookback_10,102,11,0.002617090241983533,0.00969233550131321,0.002884847577661276,0.013590979389846325,0.0017281902255490422,2.038478850052705e-08,0.0035364684791955605,1.9731140785888777
102,size_1000_seed_103_config_piecewise_linear_num_seg_11_lookback_10,103,11,0.028795232996344566,0.034919705241918564,0.03437953069806099,0.011550651863217354,0.0024663994554430246,6.83466593348614e-09,0.00282559723795866,2.4772394645032225
103,size_1000_seed_104_config_piecewise_linear_num_seg_11_lookback_10,104,11,0.01696360670030117,0.002440637443214655,0.0025034737773239613,0.0008079995168372989,0.0006477670394815505,5.0067901699590855e-09,0.001593631734387957,2.074112894573996
104,size_1000_seed_105_config_piecewise_linear_num_seg_11_lookback_10,105,11,0.03028424270451069,0.031255610287189484,0.027796989306807518,0.0023091635666787624,0.0019609651062637568,0.00033144893248875817,0.0027649688276963798,2.1135471082653146
105,size_1000_seed_106_config_piecewise_linear_num_seg_11_lookback_10,106,11,0.01081674825400114,0.011354579590260983,0.014324421063065529,0.004452919587492943,0.0018448710907250643,0.0011663254670177892,0.0020085101592477073,2.0383058927756794
106,size_1000_seed_107_config_piecewise_linear_num_seg_11_lookback_10,107,11,0.011302892118692398,0.027697356417775154,0.02568088471889496,0.009102150797843933,0.0009623483056202531,0.0003108698874712007,0.000932364030064852,1.9778716493506396
107,size_1000_seed_108_config_piecewise_linear_num_seg_11_lookback_10,108,11,0.01726490817964077,0.032955728471279144,0.03628431260585785,0.008839109912514687,0.002776454435661435,0.0006163605898618679,0.0025034059034919048,2.162331098426719
108,size_1000_seed_109_config_piecewise_linear_num_seg_11_lookback_10,109,11,0.003480327082797885,0.002751328982412815,0.025315232574939728,0.005618960130959749,0.0005032038898207247,1.728534698042239e-08,0.001080402896706818,1.695090494765011
109,size_1000_seed_110_config_piecewise_linear_num_seg_11_lookback_10,110,11,0.025059645995497704,0.026688402518630028,0.03302021697163582,0.016403803601861,0.004485291428864002,0.0007858252922693798,0.0036349915326316616,2.381587712359813
110,size_1000_seed_111_config_piecewise_linear_num_seg_12_lookback_10,111,12,0.015789497643709183,0.005829832516610622,0.01816353015601635,0.00048740385682322085,0.00030393482302315533,3.086924552908599e-06,0.0007548588929718814,2.3442522290434584
111,size_1000_seed_112_config_piecewise_linear_num_seg_12_lookback_10,112,12,0.003949581179767847,0.01621438004076481,0.0407070629298687,0.004444623365998268,0.002625952707603574,1.4205773667952393e-08,0.0025858814951398245,2.443715289738114
